ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
GA0000035378,QUIKTRIP #736,GA,------,Other,3945 FLATSHOALS PKWY,DECATUR,GA,30034,,,N  ,N  ,-----,------         
GAR000067645,HD SUPPLY FACILITIES MAINTENANCE LTD,GA,------,SQG,1940 WEST OAK CIR,MARIETTA,GA,30062,33.989448,-84.520496,2  ,N  ,H----,------         
GAD984307215,HOME DEPOT #0110,GA,------,SQG,4121 HWY 78,LILBURN,GA,30047,33.83467,-84.081205,2  ,N  ,H----,------         
GAR000045278,HOME DEPOT STORE #1775,GA,------,SQG,4028 LAWRENCEVILLE HWY,LILBURN,GA,30047,33.891608,-84.142215,2  ,N  ,H----,------         
GAR000037747,HOME DEPOT STORE #0164,GA,------,SQG,2715 HWY 54 WEST,PEACHTREE CITY,GA,30269,33.4069,-84.569655,2  ,N  ,H----,------         
GAR000045260,HOME DEPOT STORE #1769,GA,------,SQG,2055 BATTLEFIELD PKWY,FORT OGLETHORPE,GA,30742,34.95515,-85.257933,2  ,N  ,H----,------         
GAD981216492,VERNAY MANUFACTURING,GA,------,SQG,804 GREENBELT PARKWAY,GRIFFIN,GA,30223,33.238715,-84.233422,2  ,N  ,H----,------         
GAR000037531,HOME DEPOT STORE #0146,GA,------,SQG,870 WOODSTOCK RD,ROSWELL,GA,30075,34.061526,-84.399339,2  ,N  ,H----,------         
GAR000037614,HOME DEPOT STORE #0149,GA,------,SQG,5300 WINDWARD PKWY,ALPHARETTA,GA,30004,34.098544,-84.279985,2  ,N  ,H----,------         
GAR000037804,HOME DEPOT STORE #0179,GA,------,SQG,190 POOLER PKWY,POOLER,GA,31322,32.114925,-81.26835,2  ,N  ,H----,------         
GAR000051094,HOME DEPOT STORE #1747,GA,------,SQG,520 N BELAIRE RD,EVANS,GA,30809,33.536106,-82.131732,2  ,N  ,H----,------         
GAR000025031,POREX CORP NEWNAN SITE,GA,------,Other,15 DART RD,NEWNAN,GA,30265-1017,,,N  ,N  ,-----,------         
GAR000053355,PIONEER GAINESVILLE,GA,------,Other,1830 ATHENS HWY,GAINESVILLE,GA,30503,,,N  ,N  ,-----,------         
GAD079381323,GEORGIA-PACIFIC WOOD PRODUCTS LLC,GA,------,VSQG,331 THOMSON HWY NE,WARRENTON,GA,30828,33.42296,-82.611318,3  ,N  ,H----,------         
GAR000085696,HORROR ANTHOLOGY SERIES INC,GA,------,Other,4225 WESTFIELD DR SW,ATLANTA,GA,30336,33.734172,-84.560585,N  ,N  ,-----,------         
GAR000054536,DETTELBACH PESTICIDE CORPORATION,GA,------,Other,1251 PARK AVE,ATLANTA,GA,30319,,,N  ,N  ,-----,------         
GAR000059675,US FLOORS RQ (SHAW PLANT 30),GA,------,VSQG,3580 CORPORATE DRIVE,DALTON,GA,30721,34.688437,-84.975938,3  ,N  ,H----,------         
GAD981229321,KENNEY'S COLLISION II,GA,------,Other,1301 W TAYLOR ST,GRIFFIN,GA,30223,33.247381,-84.283056,N  ,N  ,-----,------         
GAR000012013,CLANCY CHUCK COLLISION CENTER,GA,------,Other,795 S COBB DR,MARIETTA,GA,30060,33.933872,-84.545254,N  ,N  ,-----,------         
GAR000067694,ALBERT INTERNATIONAL INC,GA,------,Other,989 ATHENS STREET SE,GAINESVILLE,GA,30501,34.293113,-83.808932,N  ,N  ,-----,------         
GAR000037432,HOME DEPOT STORE #0133,GA,------,SQG,100 100 GENTILLY BLVD,CARTERSVILLE,GA,30120,34.186961,-84.787519,2  ,N  ,H----,------         
GAR000007518,HOME DEPOT STORE #0136,GA,------,SQG,2891 SOWEGA DR,COLUMBUS,GA,31909,32.52332,-84.949355,2  ,N  ,H----,------         
GAR000053181,SAVANNAH MARINE REPAIR LLC,GA,------,Other,49 HUTCHINSON ISLAND RD,SAVANNAH,GA,31401,,,N  ,N  ,-----,------         
GAR000005520,HOME DEPOT STORE #6986,GA,------,LQG,2525 PIEDMONT RD NE,ATLANTA,GA,30324,33.817487,-84.366921,1  ,N  ,H----,------         
GAR000034439,PERKINELMER INC LAS DIV,GA,------,Other,4000 JOHNS CREEK CT STE 500,SUWANEE,GA,30024,,,N  ,N  ,-----,------         
GAD984307181,HOME DEPOT STORE #0114,GA,------,SQG,2034 MT ZION RD,MORROW,GA,30260,33.570941,-84.334825,2  ,N  ,H----,------         
GA0000149146,HOME DEPOT STORE #0116,GA,------,SQG,9037 HWY 92,WOODSTOCK,GA,30189,34.085541,-84.53725,2  ,N  ,H----,------         
GAR000062323,"SANCO, INC.",GA,------,SQG,207 BROOKHOLLOW RD,DALTON,GA,30721,34.709919,-84.956544,2  ,N  ,H----,------         
GAR000003277,DEKALB CO FLEET MAINT SITE E,GA,------,Other,4203 CLEVEMONT RD,ELLENWOOD,GA,30294,33.655691,-84.251677,N  ,N  ,-----,------         
GAR000030981,ABC PAINT-RITCHIE BROS AUCTIONEERS INC,GA,------,Other,4170 HWY 154,NEWNAN,GA,30265,33.44245,-84.69314,N  ,N  ,-----,------         
GAR000025080,SOUTHERN POWER - EDWARD L. ADDISON GENERATING PLANT,GA,------,VSQG,95 YAMAHA PARKWAY,THOMASTON,GA,30286,32.904345,-84.302282,3  ,N  ,H----,------         
GAR000032946,ALL AMERICAN USED OIL,GA,------,Other,360 FERROW CROSSING RD,WHITE OAK,GA,31568,31.070699,-81.723813,N  ,N  ,H----,------         
GAR000045195,HOME DEPOT STORE #6979,GA,------,SQG,649 CARL - BETHLEHEM RD,WINDER,GA,30680,33.967249,-83.774717,2  ,N  ,H----,------         
GAR000037416,HOME DEPOT STORE #0129,GA,------,SQG,1740 EPPS BRIDGE RD,ATHENS,GA,30606,33.942379,-83.429461,2  ,N  ,H----,------         
GAR000054775,CATERPILLAR LOGISTICS,GA,------,Other,700 HUDSON RD,GRIFFIN,GA,30224,,,N  ,N  ,-----,------         
GAR000049700,SIEMENS ENERGY INC,GA,------,Other,675 OLD PEACHTREE RD NW,SUWANEE,GA,30024,34.011698,-84.091307,N  ,N  ,-----,------         
GAR000057877,KIEWIT INFRASTRUCTURE SOUTH CO (FORMERLY KIEWIT SOUTHERN CO),GA,------,VSQG,450 A DIVIDEN DR,PEACHTREE CITY,GA,30269,33.372096,-84.5766,3  ,N  ,H----,------         
GAR000049130,CDC MAIL DISTRIBUTION WAREHOUSE,GA,------,VSQG,3719 N PEACHTREE RD BLDG 100,CHAMBLEE,GA,30341,33.910162,-84.297346,3  ,N  ,H----,------         
GAD045475407,MARS CHOCOLATE,GA,------,VSQG,1209 W OAKRIDGE DR,ALBANY,GA,31707,31.549038,-84.200424,3  ,N  ,H----,------         
GAD045837572,RICK HENDRICK CHEVROLET OF BUFORD,GA,------,VSQG,4490 LEE STREET,BUFORD,GA,30518,34.089645,-83.996583,3  ,N  ,H----,------         
GAR000072702,ETHICON,GA,------,SQG,1420 OLYMPIC DR,ATHENS,GA,30601,33.97567,-83.328802,2  ,N  ,H----,------         
GAD984306696,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,2195 CENTENNIAL DR,GAINESVILLE,GA,30503,34.264712,-83.860985,3  ,N  ,H----,------         
GAD984306811,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,1108 CENTENNIAL AVE,ALBANY,GA,31707,31.561248,-84.177595,3  ,N  ,H----,------         
GAD981264914,CSX TRANSPORTATION INC,GA,------,VSQG,900 COLLEGE AVE,ATHENS,GA,30601,33.965978,-83.378341,3  ,N  ,H----,------         
GAR000008706,ASTA INC,GA,------,Other,770 MILLS ROAD,WAYNESBORO,GA,30830,33.10148,-81.998419,N  ,N  ,-----,------         
GAD981230436,LAFARGE GENERAL MAINTENANCE SHOP,GA,------,Other,864 GLEENWOOD AVE,ATLANTA,GA,30316,33.739499,-84.358824,N  ,N  ,-----,------         
GAD984316828,MAACO COLLISION REPAIR & AUTO PAINTING,GA,------,Other,3759 MARTINEZ BLVD,MARTINEZ,GA,30907,33.51232,-82.09205,N  ,N  ,-----,------         
GAR000069419,RITE AID # 11794,GA,------,Other,1512 PIEDMONT AVE,ATLANTA,GA,30324,,,N  ,N  ,-----,------         
GAD984322487,1ST CHOICE COLLISION INC,GA,------,Other,5932 BUFORD HWY,NORCROSS,GA,30071,,,N  ,N  ,-----,------         
GAD981282379,NELES-JAMESBURY INC,GA,------,Other,320 THORNTON RD SUITE 102,LITHIA SPRINGS,GA,30057,,,N  ,N  ,-----,------         
GAR000050054,TYGAR MFG LLC,GA,------,Other,425 WILBANKS DR,BALL GROUND,GA,30107,,,N  ,N  ,-----,------         
GAD981216096,PROFESSIONAL CLEANERS,GA,------,Other,110 KATHI AVE,FAYETTEVILLE,GA,30214,,,N  ,N  ,-----,------         
GAD981265226,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,12 ST JOHNS CIRCLE,NEWNAN,GA,30265,33.403171,-84.751822,3  ,N  ,H----,------         
GAR000056333,KMART #3675,GA,------,Other,5600 MELGEN ROAD  BLDG 106,COLUMBUS,GA,31907,,,N  ,N  ,-----,------         
GAD981261696,STEPHENS COUNTY HOSPITAL,GA,------,VSQG,163 HOSPITAL DRIVE,TOCCOA,GA,30577,34.593203,-83.347596,3  ,N  ,H----,------         
GAR000072066,DAEHEUNG M & T USA INC.,GA,------,Other,4070 BUFORD HWY   STE 2,DULUTH,GA,30096,33.992649,-84.151926,N  ,N  ,----S,------         
GAD981220957,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,291 THIRD ST,FOREST PARK,GA,30050,33.613119,-84.3796,3  ,N  ,H----,------         
GA0000898544,MARTIN LUTHER KING JR FEDERAL BUILDING,GA,------,VSQG,77 FORSYTH ST,ATLANTA,GA,30303,33.752309,-84.393859,3  ,N  ,H----,------         
GAD042101204,BASF CORPORATION,GA,------,VSQG,141 ENGELHARD RD.,ATTAPULGUS,GA,39815,30.737475,-84.496762,3  ,N  ,H----,------         
GAR000071605,DAEHEUNG M & T USA INC,GA,------,Other,3715 NORTHCREST RD  STE 26 & 27,ATLANTA,GA,30340,33.892987,-84.250672,N  ,N  ,----S,------         
GAD981216914,YRC INC DBA YRC FREIGHT,GA,------,VSQG,6470 LAKEPARK-BELLEVILLE RD,LAKE PARK,GA,31636,30.674822,-83.182532,3  ,N  ,H----,------         
GAR000085787,HANWHA Q CELLS INC,GA,------,SQG,300 NEXUS DRIVE,DALTON,GA,30721,34.664606,-84.981568,2  ,N  ,H----,------         
GAR000071332,"NORTRU, LLC",GA,------,Transporter,2316 EAST 13TH AVE,CORDELE,GA,31015,31.966987,-83.773846,N  ,Y  ,H----,------         
GAD981222623,ATHENS CHEVROLET INC,GA,------,Other,2625 ATLANTA HWY,ATHENS,GA,30606,33.946211,-83.427073,N  ,N  ,-----,------         
GAD981222516,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,7475 JONESBORO RD,JONESBORO,GA,30236,33.551455,-84.347963,3  ,N  ,H----,------         
GAR000056267,KMART 7629,GA,------,Other,1605 BUFORD HIGHWAY VILLAGE SQUARE,BUFORD,GA,30518,,,N  ,N  ,-----,------         
GAD981230345,VARN WOOD PRESERVING COMPANY LLC,GA,------,VSQG,11873 BRANTLEY AVE NORTH,HOBOKEN,GA,31542,31.1866,-82.137226,3  ,N  ,H----,------         
GAR000071423,CUSTOMS AND BORDER PROTECTION SAVANNAH LAB,GA,------,VSQG,1425 CHATHAM PKWY,SAVANNAH,GA,31405,32.047797,-81.165263,3  ,N  ,H----,------         
GAR000007526,ARCHITECTURAL SIENINE INC,GA,------,Other,3040 ADRIATIC COURT,NORCROSS,GA,30071,,,N  ,N  ,-----,------         
GAR000102996,LANGDALE DAM,GA,------,LQG,,,GA,,,,1  ,N  ,H----,------         
GAR000072082,HOME DEPOT DC #6777,GA,------,SQG,2500 HWY 155 SOUTH,LOCUST GROVE,GA,30248,33.359204,-84.179431,2  ,N  ,H----,------         
GAR000085738,OLD MONROE RD FACILITY,GA,------,Other,125 OLD MONROE ROAD,ATHENS,GA,30602,33.939425,-83.496523,N  ,N  ,H----,------         
GAD981227531,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,2704 BOULDERCREST RD,ATLANTA,GA,30316,33.682646,-84.309433,3  ,N  ,H----,------         
GAD981245095,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,4346 ALLIED DR,COLUMBUS,GA,31906,32.435005,-84.929171,3  ,N  ,H----,------         
GAD984317396,INN INTERNATIONAL INTL CO,GA,------,Other,7990 2ND FLAG DR,AUSTELL,GA,30001,,,N  ,N  ,-----,------         
GAR000072561,PROPERTY 2327 C AND S,GA,------,Other,6581 BANKHEAD HWY,DOUGLASVILLE,GA,30133,,,N  ,N  ,-----,------         
GAD984308981,MARKEM-IMAJE CORPORATION,GA,------,Other,1650 AIRPORT ROAD,KENNESAW,GA,30144,,,N  ,N  ,-----,------         
GAR000009720,UNIVERSAL FOREST PRODUCTS EASTERN DIV,GA,------,Other,560 INDUSTRIAL DR,MOULTRIE,GA,31788,,,N  ,N  ,-----,------         
GAR000073197,EMORY JOHNS CREEK HOSPITAL,GA,------,VSQG,6325 HOSPITAL PKWY,JOHNS CREEK,GA,30097,34.064811,-84.170481,3  ,N  ,H----,------         
GAR000042184,HOME DEPOT STORE #6978,GA,------,SQG,2635 PEACHTREE PKWY,SUWANEE,GA,30024,34.020548,-84.052055,2  ,N  ,H----,------         
GAD984313163,B&C TRUCKING & REPAIR SHOP INC,GA,------,Other,2525 GA HWY 11 NW,MONROE,GA,30655,,,N  ,N  ,-----,------         
GAD075942706,DELPHI ENERGY & CHASSIS SYSTEMS - FITZ,GA,------,Other,342 PERRY HOUSE ROAD,FITZGERALD,GA,31750,31.691667,-83.25,N  ,N  ,--A--,------         
GAR000071480,"ACT FOUR, INC. (FORMERLY ZYVAX, INC.)",GA,------,Other,15412 HIGHWAY 515 SOUTH,ELLIJAY,GA,30536-5553,,,N  ,N  ,-----,------         
GAR000072876,THE MEDICAL CENTER INC DBA MIDTOWN MEDICAL CENTER,GA,------,Other,710 CENTER STREET,COLUMBUS,GA,31902,32.481772,-84.980387,N  ,N  ,-----,------         
GAR000072637,PEP BOYS STORE #1658,GA,------,VSQG,571 DACULA RD,DACULA,GA,30019,34.007898,-83.914847,3  ,N  ,H----,------         
GAR000031682,INDUSTRIAL ELECTRO-MECHANICS,GA,------,Other,5125 AUGUSTA RD,GARDEN CITY,GA,31408,,,N  ,N  ,-----,------         
GAR000035998,REPUBLIC WASTE SERVICES OF SAVANNAH,GA,------,Other,84 CLIFTON BLVD,SAVANNAH,GA,31408,,,N  ,N  ,-----,------         
GAR000039727,ATLANTIC INDUSTRIAL SERVICES INC,GA,------,Other,600 GUY PAYNE RD BLDG 105S SE,MACON,GA,31206,,,N  ,N  ,-----,------         
GAR000007260,A & D PAINTING INC,GA,------,Other,2016 TUCKER INDUSTRIAL RD,TUCKER,GA,30084,33.843547,-84.203151,N  ,N  ,-----,------         
GAR000015420,PRESTIGE CARE DRY CLEANERS,GA,------,Other,2850 HOLCOMB BRIDGE ROAD,ALPHARETTA,GA,30022,33.991701,-84.278241,N  ,N  ,-----,------         
GAR000033274,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,3011 BARRETT LAKES BLVD NW,KENNESAW,GA,30144,34.019057,-84.57545,3  ,N  ,H----,------         
GAR000050476,"PENSKE TRUCK LEASING CO.,  LP",GA,------,VSQG,1501 DIXON AIRLINE RD,AUGUSTA,GA,30906,33.382343,-81.989157,3  ,N  ,H----,------         
GAD981275928,AIR LIQUIDE LARGE INDUSTRIES US  LP,GA,------,Other,2601 EAST PRESIDENT ST,SAVANNAH,GA,31404,,,N  ,N  ,-----,------         
GAD981216641,COLONY CLEANERS,GA,------,Other,101 WEST CENTRAL AVE,FITZGERALD,GA,31750,31.714857,-83.254416,N  ,N  ,-----,------         
GAR000059683,ORBITBID.COM - MCDONOUGH,GA,------,Other,210 INTERSTATE DR,MCDONOUGH,GA,30253,,,N  ,N  ,-----,------         
GAD981278856,SMITH-GRAY ELECTRIC CO INC,GA,------,Other,1508 CUSSETA ROAD,COLUMBUS,GA,31902,,,N  ,N  ,-----,------         
GAR000031625,OCMULGEE MEDICAL PATHOLOGY ASSOC INC,GA,------,Other,2221 NEWMARKET PKWY STE 107,MARIETTA,GA,30067,,,N  ,N  ,-----,------         
GAD000613794,BERRY PLASTICS CORPORATION,GA,------,Other,9172 INDUSTRIAL DR,COVINGTON,GA,30014,33.614825,-83.844068,N  ,N  ,-----,------         
GAR000066217,CVS PHARMACY #2686,GA,------,Other,560 AMSTERDAM AVE,ATLANTA,GA,30306,33.787616,-84.358637,N  ,N  ,-----,------         
GAR000066233,NOVELIS GLOBAL RESEARCH AND TECHNOLOGY CENTER,GA,------,SQG,1950 VAUGHN ROAD,KENNESAW,GA,30144,34.007755,-84.590576,2  ,N  ,H----,------         
GAR000063362,ATLANTA CASEWORK SYSTEMS,GA,------,VSQG,3815 EVANS ROAD,CUMMING,GA,30040,34.23679,-84.234323,3  ,N  ,H----,------         
GAR000068494,ABRO DISTRIBUTION SERVICES LLC,GA,------,SQG,2509 DEAN FOREST RD,SAVANNAH,GA,31408,,,2  ,N  ,H----,------         
GAR000072686,GEORGIA GUN CLUB LLC,GA,------,SQG,1951 BRASELTON HWY,BUFORD,GA,30519,34.072524,-83.894977,2  ,N  ,H----,------         
GAR000065979,CVS PHARMACY #2509,GA,------,VSQG,2455 PACES FERRY RD NW,ATLANTA,GA,30339,33.864092,-84.480118,3  ,N  ,H----,------         
GAD000616656,NORFOLK SOUTHERN RAILWAY CO,GA,------,Other,225 WALNUT ST,MACON,GA,31206,32.835474,-83.620757,N  ,N  ,-----,------         
GAR000056226,KMART 7146,GA,------,Other,9552 HIGHWAY 5,DOUGLASVILLE,GA,30135,,,N  ,N  ,-----,------         
GAR000005561,KMART 4451,GA,------,Other,5597 BUFORD HWY,DORAVILLE,GA,30340,,,N  ,N  ,-----,------         
GAR000067959,HERTY ADVANCED MATERIALS DEVELOPMENT CENTER,GA,------,Other,12 NORDSON DR,DAWSONVILLE,GA,30534,,,N  ,N  ,-----,------         
GAR000036988,THE GOODYEAR TIRE & RUBBER CO,GA,------,VSQG,100 BUSINESS CENTER DR,STOCKBRIDGE,GA,30281,33.518418,-84.206382,3  ,N  ,H----,------         
GAR000072512,GENOVA DIAGNOSTICS,GA,------,Other,3425 CORPORATE WAY,DULUTH,GA,30096,34.016229,-84.167375,N  ,N  ,-----,------         
GAD984320317,CITY OF COLLEGE PARK,GA,------,Other,2233 HARVARD AVE,COLLEGE PARK,GA,30337-0508,,,N  ,N  ,-----,------         
GA0000565648,GEORGIA PERMETER COLLEGE ROCKDALE,GA,------,Other,1115 WEST AVE,CONYERS,GA,30207-9448,33.668048,-84.02408,N  ,N  ,-----,------         
GAR000025072,CEDARTOWN HIGH SCHOOL,GA,------,Other,167 FRANK LOTT DR,CEDARTOWN,GA,30125,,,N  ,N  ,-----,------         
GAR000013060,ABERNATHY'S BILLY BODY SHOP,GA,------,Other,3074 WAX RD,ARAGON,GA,30104,,,N  ,N  ,-----,------         
GAD003275971,DAMAR INC,GA,------,Other,823 DAMAR RD NE,MARIETTA,GA,30062,33.971832,-84.53726,N  ,N  ,-PA--,------         
GAR000014654,ANDERSON AUTO PARTS CO #42,GA,------,Other,309 ELBERT ST,ELBERTON,GA,30635,34.10846,-82.860997,N  ,N  ,-----,------         
GAR000072629,JTK  ENTERPRISES,GA,------,Transporter,468 RUFF ROAD,ROCKMART,GA,30153,33.904388,-85.048664,N  ,Y  ,H----,------         
GAR000044776,E-RECYCLE USA,GA,------,VSQG,4545 GRANITE DR,TUCKER,GA,30084,33.845324,-84.19767,3  ,N  ,H---S,------         
GAR000067652,"ENVIRO-COOL, LLC",GA,------,Other,399 LIVELY AVE,NORCROSS,GA,30071,,,N  ,N  ,-----,------         
GAR000067686,SA RECYCLING,GA,------,VSQG,2800 AMWILER ROAD,DORAVILLE,GA,30360,33.926596,-84.258069,3  ,N  ,H----,------         
GA0120513759,US DEPT OF AGRICULTURE-ARS,GA,------,VSQG,2747 DAVIS RD,TIFTON,GA,31793,31.479757,-83.533733,3  ,N  ,H----,------         
GAR000037473,HOME DEPOT STORE #0139,GA,------,SQG,103 HICKS DR,ROME,GA,30161,34.253348,-85.161737,2  ,N  ,H----,------         
GA0000079814,WESLEYAN COLLEGE,GA,------,VSQG,4760 FORSYTH ROAD,MACON,GA,31210,32.886582,-83.738123,3  ,N  ,H----,------         
GAR000051003,METAL CONVERSION TECHNOLOGIES LLC,GA,------,Other,6 EAST PORTER ST,CARTERSVILLE,GA,30120,,,N  ,N  ,-----,------         
GAR000001131,USDA/ARS/SOUTHEAST POULTRY RESEARCH LABORATORY,GA,------,VSQG,934 COLLEGE STATION RD,ATHENS,GA,30605-2720,33.930103,-83.357371,3  ,N  ,H----,------         
GAR000038455,HD SUPPLY CONSTRUCTION  SUPPLY LTD( WC0203),GA,------,Other,1274 JOE FRANK HARRIS PKWY,CARTERSVILLE,GA,30120,,,N  ,N  ,-----,------         
GAD984299974,TUFTCO FINISHING SYSTEMS INC,GA,------,VSQG,100 W INDUSTRIAL BLVD,DALTON,GA,30720,34.736344,-84.970112,3  ,N  ,H----,------         
GAR000028597,IT'S ALL CUSTOM,GA,------,VSQG,1220 FOWLER ST NW,ATLANTA,GA,30318,33.78825,-84.393267,3  ,N  ,H----,------         
GAR000036152,KOYO BEARINGS USA LLC,GA,------,SQG,400 FRIENDSHIP RD,SYLVANIA,GA,30467,32.774034,-81.610896,2  ,N  ,H----,------         
GAD981222581,NESMITH - WALKER CHEVROLET,GA,------,Other,141 S 1ST ST,JESUP,GA,31545,,,N  ,N  ,-----,------         
GAR000067082,FLYING J 632,GA,------,Other,288 RESACA BEACH BLVD,RESACA,GA,30735,,,N  ,N  ,-----,------         
GAD048693857,TREDEGAR FILM PRODUCTS,GA,------,Other,1425 VERNON RD,LAGRANGE,GA,30240,33.030505,-85.058466,N  ,N  ,-----,------         
GAD003275567,MILLIKEN & CO KEX I MILL,GA,------,Other,815 LEEMAN ST,LAGRANGE,GA,30240,33.027222,-85.034722,N  ,N  ,-----,------         
GAR000056317,KMART #3660,GA,------,Other,7965 TARA BOULEVARD,JONESBORO,GA,30236,,,N  ,N  ,-----,------         
GAR000057182,NELSON DERMATOPATHOLOGY,GA,------,Other,"635 BEAVER RUIN RD NW, STE A",LILBURN,GA,30047,,,N  ,N  ,-----,------         
GAD102030038,ECONO AUTO PAINTING OF BUFORD HWY,GA,------,Other,5338 BUFORD HWY,DORAVILLE,GA,30340,,,N  ,N  ,-----,------         
GAR000050500,WELLSTAR PAULDING NURSING AND REHABILITATION CENTER ,GA,------,VSQG,600 WEST MEMORIAL DRIVE,DALLAS,GA,30132,33.920248,-84.854456,3  ,N  ,H----,------         
GAR000018796,THOMASTON READINESS CENTER,GA,------,Other,303 VETERANS DR,THOMASTON,GA,30286,,,N  ,N  ,-----,------         
GAR000017608,SANDERSVILLE READINESS CENTER,GA,------,Other,320 RIDDLEVILLE RD,SANDERSVILLE,GA,31082-0616,,,N  ,N  ,-----,------         
GAR000003418,LAYFIELD MOTORS SERVICE INC,GA,------,Other,314 LUCKIE ST NW,ATLANTA,GA,30313,33.76261,-84.395526,N  ,N  ,-----,------         
GAR000013946,BAYER CROPSCIENCE @ COASTLAND,GA,------,Other,125 COLEMAN BLVD,SAVANNAH,GA,31408,,,N  ,N  ,-----,------         
GAR000045856,CHEMTRADE SOLUTIONS,GA,------,Other,GA HWY 273 W,CEDAR SPRINGS,GA,39832,31.183526,-85.004083,N  ,N  ,-----,------         
GAR000072553,ECLAIM RECOVERY SPECIALISTS LLC,GA,------,Other,1025 COBB INTERNATIONAL DR,KENNESAW,GA,30152,34.00876,-84.610413,N  ,N  ,H---S,------         
GAR000020073,BODY MAGIC AUTOMOTIVE COLL. REPAIR INC,GA,------,VSQG,308 DIVIDEND DR,PEACHTREE CITY,GA,30269,33.372096,-84.5766,3  ,N  ,H----,------         
GAR000051714,QUALITY SAW WORKS INC,GA,------,Other,867 SWEET HOME CHURCH RD,MILAN,GA,31060,,,N  ,N  ,-----,------         
GA0000052308,STONES PAINT & BODY,GA,------,Other,HWY 280 W,CLAXTON,GA,30417,,,N  ,N  ,-----,------         
GAD003300969,BUILDING MATERIALS MANUFACTURING LLC,GA,------,VSQG,1 BRAMPTON RD,GARDEN CITY,GA,31408,32.116913,-81.131528,3  ,N  ,H----,------         
GAR000067595,R&B LANDFILL,GA,------,Other,610 BENNETT RD,HOMER,GA,30547,,,N  ,N  ,-----,------         
GAR000061614,BEAR CREEK WATER TREATMENT FACILITY,GA,------,Other,476 SAVAGE RD,BOGART,GA,30622,,,N  ,N  ,-----,------         
GAR000069567,RITE AID # 11803,GA,------,Other,4540 ROSWELL RD,ATLANTA,GA,30342,,,N  ,N  ,-----,------         
GAR000062968,ADVANCED PRECISION COATINGS INC,GA,------,Other,145 INDUSTRIAL BLVD,FORT VALLEY,GA,31030,,,N  ,N  ,-----,------         
GAD051012516,BRODIE METER CO LLC,GA,------,VSQG,19267 HIGHWAY 301 NORTH,STATESBORO,GA,30461,32.513621,-81.735233,3  ,N  ,H----,------         
GAR000063438,DOWN SOUTH OIL RECOVERY OF GA,GA,------,Other,568 GENE RD,SURRENCY,GA,31563,31.583793,-82.175446,N  ,N  ,H----,------         
GAD981237589,YRC INC  D/B/A YRC FREIGHT,GA,------,VSQG,345 ROADWAY DRIVE,RINGGOLD,GA,30736,34.96576,-85.198723,3  ,N  ,H----,------         
GAR000048397,PHILLIP JENNINGS TURF FARMS,GA,------,Other,6311 HWY 86,SOPERTON,GA,30457,,,N  ,N  ,-----,------         
GAR000036616,TOYOTA SOUTH,GA,------,SQG,257 FOREST PKWY,FOREST PARK,GA,30297,33.615297,-84.402658,2  ,N  ,H----,------         
GAR000018853,MONTEZUMA READINESS CENTER,GA,------,Other,718 VIENNA RD,MONTEZUMA,GA,31063,,,N  ,N  ,-----,------         
GAR000046995,PREMIER RECOVERY OIL SERVICES,GA,------,Other,439 GRESHAM DR,STOCKBRIDGE,GA,30281,33.531547,-84.26171,N  ,N  ,H----,------         
GAR000008920,COCA COLA NORTH AMERICA,GA,------,Other,1 COCA COLA PLAZA,ATLANTA,GA,30313,,,N  ,N  ,-----,------         
GAR000061275,GA CAMPUS PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,GA,------,VSQG,625 OLD PEACHTREE RD NW,SUWANEE,GA,30024,34.011698,-84.091307,3  ,N  ,H----,------         
GAR000060988,FIRST TECH COMMUNICATIONS INC,GA,------,Other,2115 HILLS AVENUE  NW,ATLANTA,GA,30318,33.813558,-84.431071,N  ,N  ,----S,------         
GAD984320093,YRC INC D/B/A YRC FREIGHT,GA,------,VSQG,3501 EDWIN AVE,SAVANNAH,GA,31405,32.051485,-81.120533,3  ,N  ,H----,------         
GAD051034387,SOUTHERN WOOD PIEDMONT CO,GA,L-----,"Legacy TSDF, SQG",1650 NIXON RD,AUGUSTA,GA,30906,33.425767,-81.997532,2  ,N  ,HPA--,------         
GAR000036079,FEREQUITY INC/AUGUSTA BAKERY,GA,------,VSQG,1550 MARVIN GRIFFIN RD,AUGUSTA,GA,30906,33.394683,-81.992226,3  ,N  ,H----,------         
GAR000032094,CVS #4337,GA,------,Other,600 SEA ISLAND CAUSEWAY,ST SIMONS ISLAND,GA,31522,,,N  ,N  ,-----,------         
GAD012099834,HUBBELL DIE CASTING,GA,------,Other,222 INDUSTRIAL DRIVE,MOULTRIE,GA,31788,,,N  ,N  ,-----,------         
