ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
GAR000014001,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/13/2025,,,,
GAR000075929,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/12/2022,,,,
GAR000087015,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/05/2024,,,,
GAR000015271,GA,999,HQ380,MULTI SITE CA/FO,E  ,09/28/2022,,,,
GAR000048876,GA,999,HQ380,MULTI SITE CA/FO,E  ,09/28/2022,,,,
GAD981266380,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/21/2025,,,,
GAD131327546,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/27/2024,,,,
GAR000050781,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/18/2025,,,,
GAR000096099,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/21/2024,,,,
GAR000041939,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/24/2023,,,,
GAD000776781,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/30/2022,,,,
GAR000078923,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/24/2024,,,,
GAD010103232,GA,001,HQ110,VERBAL INFORMAL,S  ,08/11/2021,,,,
GAR000087171,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/09/2022,,,,
GAD003333945,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/05/2024,,,,
GAD003298684,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/18/2021,,,,
GAR000093112,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/08/2023,,,,
GAD003299526,GA,001,HQ110,VERBAL INFORMAL,S  ,11/15/2022,,,,
GAR000082289,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/17/2024,,,,
GAR000084780,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/14/2024,,,,
GAR000048967,GA,002,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/01/2024,,13000.0,,
GAR000092270,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/03/2024,,,,
GAD003324944,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/04/2023,,,,
GAR000092148,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/24/2023,,,,
GAR000091736,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/11/2022,,,,
GA0002265148,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/28/2023,,,,
GAR000097329,GA,A01,HQ120,WRITTEN INFORMAL,S  ,05/11/2010,,,,
GAR000068007,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/29/2023,,,,
GAR000092569,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/06/2022,,,,
GAD042979724,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/22/2019,,,,
GAD073460941,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,06/22/2015,,,,
GA1570024330,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/03/2017,,,,
GAD004149951,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/20/2016,,,,
GAR000044891,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/19/2007,,,,
GAD093380814,GA,036,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/04/1990,,,,
GAD093380814,GA,031,HQ120,WRITTEN INFORMAL,S  ,11/03/1989,,,,
GAD003480530,GA,009,HQ120,WRITTEN INFORMAL,S  ,09/19/1989,,,,
GAD003484607,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/07/1991,,,,
GAD004060968,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/11/1999,,,,
GAD061921052,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/05/1992,,,,
GAD065344301,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/10/1993,,,,
GAD065344301,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/13/1992,,,,
GAD065344301,GA,014,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/30/1988,21500.0,21500.0,,
GAD065344301,GA,011,HQ120,WRITTEN INFORMAL,S  ,02/24/1987,,,,
GAD000742726,GA,007,HQ120,WRITTEN INFORMAL,S  ,09/28/1990,,,,
GAD000742726,GA,005,HQ120,WRITTEN INFORMAL,S  ,01/09/1989,,,,
GAD067560870,GA,012,HQ120,WRITTEN INFORMAL,S  ,05/07/1985,,,,
GAD069199628,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/30/1990,,,,
GAD069200814,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/19/1993,,,,
GAD980839211,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/28/1994,,3300.0,,
GAD980839211,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/27/1994,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/29/1994,,,,
GAD003324985,GA,004,HQ120,WRITTEN INFORMAL,S  ,07/02/1987,,,,
GAD004065520,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/26/1993,,,,
GAD004065520,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/02/1992,12500.0,12500.0,,
GAD003480530,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/23/1994,,,,
GAD000612895,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/17/1989,,,,
GAD984287193,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/08/1992,,,,
GAD984289512,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/22/1995,,,,
GAD980847339,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/03/1993,,,,
GAD095811162,GA,003,HQ120,WRITTEN INFORMAL,S  ,03/23/1988,,,,
GAD084914787,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/17/1993,,,,
GAD093380814,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/19/2000,,25000.0,,
GAD093380814,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/01/1999,,,,
GAD093380814,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/03/1994,,,,
GAD065367781,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/11/2000,,2700.0,,
GAD000821934,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/03/1999,,400000.0,,
GAD000821934,GA,APT,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,09/16/1999,,161000.0,,
GAD000821934,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/29/1999,,,,
GAD000821934,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/22/1998,,,,
GAD000821934,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/19/1997,,,,
GAD037875218,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/06/1993,,,,
GAD037879806,GA,003,HQ120,WRITTEN INFORMAL,S  ,02/12/1990,,,,
GAD984304485,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/07/1992,,,,
GA4210022733,GA,008,HQ120,WRITTEN INFORMAL,S  ,05/05/1988,,,,
GA4210022733,GA,007,HQ120,WRITTEN INFORMAL,S  ,09/29/1987,,,,
GA4210022733,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/19/1983,,,,
GA6202932244,GA,APT,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,12/30/1997,13744.0,,,
GA6202932244,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/25/1991,,,,
GA8570024606,GA,001,HQ110,VERBAL INFORMAL,S  ,07/16/1993,,,,
GA8570024606,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/14/1993,,,,
GA8570024606,GA,001,HQ110,VERBAL INFORMAL,S  ,05/05/1993,,,,
GAD984311910,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/25/1998,,,,
GAD984311910,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/28/1997,,,,
GAD984312181,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/19/1994,,,,
GAD984312199,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/04/1991,,,,
GAD984312330,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/08/1992,,,,
GAD980709257,GA,007,HQ120,WRITTEN INFORMAL,S  ,02/03/1988,,,,
GAD980710552,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/23/1984,,,,
GAD000771998,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/21/1988,,,,
GAD000823070,GA,015,HQ120,WRITTEN INFORMAL,S  ,02/08/1990,,,,
GAD000823070,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/09/1986,,,,
GAD981015449,GA,014,HQ120,WRITTEN INFORMAL,S  ,02/23/1984,,,,
GAD984311910,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/20/1999,,,,
GAD981027055,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/16/1991,,,,
GAD981027055,GA,016,HQ120,WRITTEN INFORMAL,S  ,08/13/1987,,,,
GAD981027055,GA,010,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/15/1985,,,,
GAD981027147,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/09/1999,,,,
GAD093380814,GA,029,HQ120,WRITTEN INFORMAL,S  ,08/29/1988,,,,
GAD981261530,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/17/1991,,,,
GAD981235294,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/09/1994,,,,
GAD981267073,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/07/1998,,,,
GAD981267735,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/20/1989,,,,
GAD981241060,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/26/1995,,,,
GAD981241060,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/02/1993,,,,
GAD981241300,GA,002,HQ120,WRITTEN INFORMAL,S  ,02/25/1991,,,,
GAD981241482,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/12/2000,,3800.0,,
GAD056238868,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/05/1984,,,,
GAD057270274,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/05/1984,,,,
GAD057281156,GA,003,HQ120,WRITTEN INFORMAL,S  ,01/16/1986,,,,
GAD003310810,GA,001,HQ110,VERBAL INFORMAL,S  ,08/13/1993,,,,
GAD000821934,GA,002,HQ120,WRITTEN INFORMAL,S  ,04/15/1988,,,,
GAD000823070,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/26/1996,,,,
GAD000823070,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/11/1993,,,,
GAD984307595,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/18/1995,,,,
GAD981239643,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/21/1989,,,,
GAD981239759,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/18/1998,,,,
GAD981222433,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/18/1987,,,,
GAD991276288,GA,001,HQ110,VERBAL INFORMAL,S  ,10/13/1994,,,,
GA0000052142,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/15/1994,,1500.0,,
GA0000052142,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/26/1993,,,,
GA0000053140,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/27/1994,,,,
GAR000006452,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/03/1996,,,,
GAD003310810,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/09/1991,,,,
GAD003310810,GA,005,HQ120,WRITTEN INFORMAL,S  ,11/03/1988,,,,
GAD003310810,GA,002,HQ120,WRITTEN INFORMAL,S  ,06/04/1985,,,,
GAD065351777,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/26/1991,,,,
GAD065351777,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/01/1989,,,,
GAD000222083,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/12/1993,,,,
GAD000222083,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/28/1992,,,,
GAD981223282,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/28/1995,,,,
GAD981224199,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/30/1992,,,,
GAD991275900,GA,016,HQ120,WRITTEN INFORMAL,S  ,05/21/1986,,,,
GAD991275900,GA,004,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/18/1985,,,,
GAR000004747,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/05/1999,,,,
GAR000004937,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/23/1999,,,,
GAD003265030,GA,001,HQ110,VERBAL INFORMAL,S  ,06/23/1993,,,,
GAD003265030,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/03/1991,,,,
GAD003265071,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/28/1993,,,,
GAD003265550,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,07/24/1995,,,,
GAD003266467,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/24/1995,,,,
GAD003266962,GA,043,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/10/1989,,,,
GAD003266962,GA,040,HQ120,WRITTEN INFORMAL,S  ,07/17/1987,,,,
GAD003266962,GA,035,HQ120,WRITTEN INFORMAL,S  ,04/30/1987,,,,
GAD041007063,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/12/1999,,,,
GAD041007063,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,07/08/1994,,,,
GAR000005827,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/09/1999,,,,
GAD990741092,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/09/1994,,,,
GAD093380814,GA,021,HQ120,WRITTEN INFORMAL,S  ,08/10/1988,,,,
GAD093380814,GA,009,HQ120,WRITTEN INFORMAL,S  ,09/05/1986,,,,
GAD096629282,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/14/1994,,,,
GA0001038090,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/15/1998,,,,
GAD084914787,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/12/1985,,,,
GAD084914787,GA,010,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/10/1985,,,,
GAD086077112,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/14/1985,,,,
GAD086961620,GA,002,HQ120,WRITTEN INFORMAL,S  ,10/16/1984,,,,
GAD086963196,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/12/1990,,,,
GAD086973658,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/29/1995,,,,
GAD088935200,GA,006,HQ120,WRITTEN INFORMAL,S  ,05/15/1986,,,,
GAD114381403,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/29/2016,,,,
GAD000222083,GA,013,HQ120,WRITTEN INFORMAL,S  ,10/05/1983,,,,
GAD000613794,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/27/1989,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/09/2000,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/08/1999,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/23/1997,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/28/1994,,,,
GAD003326477,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/15/1991,,,,
GAD003326477,GA,011,HQ120,WRITTEN INFORMAL,S  ,04/10/1985,,,,
GAD033734716,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/09/1997,,5000.0,,
GAD004065520,GA,004,HQ120,WRITTEN INFORMAL,S  ,04/28/1982,,,,
GAD991275124,GA,001,GA831,STATE RCRA TO STATE HSRA (STATE SUPERFUND),S  ,11/20/1992,,,,
GAD003323805,GA,020,HQ120,WRITTEN INFORMAL,S  ,02/11/1983,,,,
GAD003324985,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/10/1999,,,,
GAD003324985,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/18/1998,,,,
GAD003324985,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/24/1997,,,,
GAD057288144,GA,026,HQ120,WRITTEN INFORMAL,S  ,01/17/1986,,,,
GAD061921052,GA,010,HQ120,WRITTEN INFORMAL,S  ,11/18/1983,,,,
GAD063152573,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/02/1997,,,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/15/2000,,,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/11/1998,,,,
GAD066465824,GA,014,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/18/1990,12500.0,12500.0,,
GAD041007063,GA,005,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/25/1988,,,,
GAD061022216,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/04/1984,,,,
GAD061401501,GA,002,HQ120,WRITTEN INFORMAL,S  ,05/23/1989,,,,
GAD061467650,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/18/1991,,,,
GAD000823096,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/11/1993,,,,
GAD000823096,GA,008,HQ120,WRITTEN INFORMAL,S  ,02/03/1988,,,,
GAD000823096,GA,009,HQ120,WRITTEN INFORMAL,S  ,09/23/1987,,,,
GAD000823120,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/09/1984,,,,
GAD000827410,GA,003,HQ120,WRITTEN INFORMAL,S  ,04/12/1990,,,,
GAD000827873,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/04/2000,,,,
GAD000827873,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/09/1998,,3000.0,,
GAD000827873,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/22/1994,,,,
GAD041007063,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/26/1993,,,,
GAD041007063,GA,008,HQ120,WRITTEN INFORMAL,S  ,03/29/1991,,,,
GAD003265030,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/05/1995,,,,
GA8570024606,GA,001,HQ110,VERBAL INFORMAL,S  ,08/23/1995,,,,
GA8570024606,GA,001,HQ110,VERBAL INFORMAL,S  ,05/05/1995,,,,
GAD984321521,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/19/1998,,,,
GAD981269095,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/11/1995,,,,
GAD981269137,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/30/1992,,,,
GAD981278195,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/29/1996,,,,
GAD981278302,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/21/1994,,9500.0,,
GAD981282460,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/21/1993,,,,
GAD096629282,GA,022,HQ120,WRITTEN INFORMAL,S  ,12/09/1987,,,,
GAD096629282,GA,018,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/09/1987,100000.0,100000.0,,
GAD096629282,GA,007,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/23/1986,10000.0,10000.0,,
GAD003292877,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/05/1995,,,,
GAD003326477,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/27/1993,,,,
GAD003302064,GA,001,HQ340,FINAL 3008(H) I.S. CA ORDER,S  ,10/28/1994,,,,
GAR000007773,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/17/2007,,,,
GAD070330576,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/14/1993,,,,
GAD073460941,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/05/1985,,,,
GAD091534776,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/29/1986,,,,
GAD033582461,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/30/1992,,100000.0,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/24/1991,,,,
GAD033582461,GA,050,HQ120,WRITTEN INFORMAL,S  ,04/12/1991,,,,
GAD033582461,GA,046,HQ120,WRITTEN INFORMAL,S  ,03/09/1989,,,,
GAD033582461,GA,045,HQ240,INIT. 3008(H) I.S. CA ORDER,S  ,10/16/1986,,,,
GAD033582461,GA,023,HQ120,WRITTEN INFORMAL,S  ,09/05/1986,,,,
GAD033582461,GA,021,HQ120,WRITTEN INFORMAL,S  ,06/30/1986,,,,
GAD033582461,GA,020,HQ120,WRITTEN INFORMAL,S  ,02/03/1986,,,,
GAD069223584,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/19/1991,,,,
GAD073423881,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/26/1996,,,,
GAD073423881,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/21/1992,,,,
GAD041011099,GA,016,HQ120,WRITTEN INFORMAL,S  ,11/27/1985,,,,
GAD041013657,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/31/1993,,,,
GAD078106846,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/16/1993,,,,
GAD078107539,GA,003,HQ120,WRITTEN INFORMAL,S  ,12/16/1985,,,,
GAD070330576,GA,001,HQ110,VERBAL INFORMAL,S  ,11/14/1997,,,,
GAD042125146,GA,005,HQ120,WRITTEN INFORMAL,S  ,04/29/1983,,,,
GAD981224934,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/13/1992,,,,
GAD981235294,GA,002,HQ120,WRITTEN INFORMAL,S  ,04/12/1990,,,,
GAD981236490,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/16/1991,,,,
GAD981237118,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/30/1997,,99000.0,,
GAD981237118,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/13/1997,,,,
GAD981237118,GA,001,HQ110,VERBAL INFORMAL,S  ,04/03/1997,,,,
GAD063152573,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/04/1996,,,,
GAD063152573,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/05/1995,,,,
GAD051034387,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/06/1986,,,,
GAD051034387,GA,012,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/10/1986,,,,
GAD051034387,GA,009,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/05/1985,,,,
GAD051034387,GA,008,HQ120,WRITTEN INFORMAL,S  ,05/03/1985,,,,
GAD033842543,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/20/1995,,,,
GAD033842543,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/30/1994,,,,
GAD033842543,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/20/1993,,140000.0,,
GAD033842543,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/08/1991,,,,
GAD072473622,GA,002,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/29/1995,,800.0,,
GAD073421695,GA,002,HQ120,WRITTEN INFORMAL,S  ,03/06/1990,,,,
GAD075920801,GA,012,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/25/1985,25000.0,25000.0,,
GAD042216549,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/16/1993,,,,
GAD042710590,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/21/1999,,,,
GAD043110642,GA,002,HQ120,WRITTEN INFORMAL,S  ,04/05/1984,,,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/08/1996,,,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/07/1995,,,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/29/1994,,,,
GAD981237118,GA,000,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,08/13/1992,188000.0,,,
GAD981237225,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/18/1999,,,,
GAD991275124,GA,021,HQ120,WRITTEN INFORMAL,S  ,02/05/1987,,,,
GAD991275124,GA,016,HQ120,WRITTEN INFORMAL,S  ,12/12/1984,,,,
GAD991289463,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/04/1985,,,,
GAD991302225,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/10/1991,,,,
GAR000000513,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/30/1998,,,,
GAR000002337,GA,001,HQ110,VERBAL INFORMAL,S  ,12/03/1996,,,,
GAR000002428,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/14/1997,,,,
GAD003323805,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/14/1998,,,,
GAD003330719,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/15/1989,,,,
GAD003401106,GA,001,HQ620,FINAL CIVIL JUDICIAL ACTION FOR IMMINENT AND SUBSTANTIAL ENDANGERMENT,S  ,03/23/1999,,,,
GAD040673469,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/25/1995,,,,
GAD040690737,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/07/1994,,,,
GAD040690737,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/30/1993,,,,
GAR000015156,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/11/2007,,,,
GAD006924872,GA,006,HQ120,WRITTEN INFORMAL,S  ,08/31/1990,,,,
GAD006926430,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/31/1998,,,,
GAD008212409,GA,005,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/27/1986,,,,
GAD065328056,GA,002,HQ120,WRITTEN INFORMAL,S  ,05/09/1990,,,,
GAD066469818,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/20/1994,,2100.0,,
GAD066469818,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/24/1994,,100.0,,
GAD066477142,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/22/1993,,,,
GAD070330576,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/25/1994,,,,
GAD070330576,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/16/1993,,,,
GAD981244452,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/30/1992,,,,
GAD981245137,GA,001,HQ110,VERBAL INFORMAL,S  ,02/02/1999,,,,
GAD981245236,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/08/1997,,,,
GAD981247984,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/28/1990,,,,
GAD981250335,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/06/1994,,1000.0,,
GAD981250335,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/28/1994,,,,
GAD981250335,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/09/1991,,,,
GAD004065520,GA,001,HQ110,VERBAL INFORMAL,S  ,06/01/1998,,,,
GAD010667913,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/24/1985,,,,
GAD016762585,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/03/1993,,,,
