CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
13031110403,Georgia,Bulloch County,1,6801,2883,0,0,0,0,1,0,1,1,1,62.4,22201,0,1,0,1,0,0,0,1,9,3239,9,8,2869,8,3239,47.62,2869,42.19,199,2.93,43,0.63,1901,27.95,1008,14.83,71,1.04,3,0.04,13,0.19,243,3.58,282,4.15,164,5.68,266,9.21,9,0.13,8,0.11,1,0.02,2,0.02,7,0.1,1,0.01,0,0.01,0,0,0,0,1,0.02,1,0.02,0,0.02,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5728,508,58,3891,2332,110,4,21,443,472,310,530
13031110404,Georgia,Bulloch County,1,7267,1222,0,3980,54.77,0,1,0,1,1,1,59.2,25815,0,1,0,1,0,0,0,1,28,6225,28,23,5006,23,6225,85.67,5006,68.88,213,2.93,8,0.11,3552,48.88,2301,31.66,138,1.9,8,0.1,15,0.2,213,2.93,188,2.58,181,14.84,272,22.28,28,0.39,23,0.32,7,0.1,2,0.03,19,0.26,7,0.1,0,0,0,0,0,0,3,0.03,2,0.02,2,0.15,3,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1085,244,12,4289,2565,150,12,15,236,209,93,140
13031110500,Georgia,Bulloch County,1,4045,1757,0,19,0.47,0,1,0,1,1,1,41.2,48939,0,1,0,1,0,0,0,1,73,3047,73,40,1683,40,3047,75.33,1683,41.6,554,13.69,368,9.09,2278,56.32,631,15.61,54,1.34,11,0.27,1,0.02,72,1.77,73,1.8,144,8.2,173,9.87,73,1.79,40,0.98,12,0.3,7,0.17,57,1.42,12,0.29,1,0.03,0,0,0,0,2,0.05,2,0.05,2,0.12,3,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2313,679,529,2981,868,77,11,1,107,98,174,257
13031110601,Georgia,Bulloch County,0,5785,2371,0,101,1.75,0,0,0,0,0,1,20.7,61293,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5187,89.66,2010,34.75,1270,21.95,694,12,3504,60.57,1413,24.43,142,2.46,3,0.05,10,0.18,114,1.97,150,2.58,93,3.91,301,12.7,3445,59.56,1201,20.77,898,15.52,420,7.26,2470,42.7,785,13.57,105,1.82,3,0.05,10,0.17,72,1.24,91,1.58,54,2.29,189,7.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2869,1384,795,3882,1594,160,3,11,135,162,116,397
13031110602,Georgia,Bulloch County,0,3983,1528,0,1,0.03,0,0,0,0,0,1,28.8,43583,0,0,0,0,0,0,0,0,33,33,NULL,12,12,NULL,3388,85.06,1611,40.44,996,25,274,6.87,1976,49.61,1229,30.87,89,2.24,8,0.21,6,0.16,79,1.98,50,1.26,38,2.51,275,17.99,2482,62.32,1091,27.39,649,16.28,221,5.54,1797,45.12,599,15.05,22,0.55,3,0.08,6,0.15,54,1.37,38,0.96,25,1.62,202,13.21,33,0.82,12,0.3,8,0.21,4,0.1,28,0.7,2,0.05,0,0,0,0,0,0,3,0.07,1,0.03,0,0,3,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2167,1210,303,2051,1715,99,9,8,101,75,52,370
13031110700,Georgia,Bulloch County,0,9197,3278,0,4,0.04,0,0,0,0,0,1,21.8,80694,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,9046,98.36,3197,34.76,2159,23.48,791,8.6,7475,81.28,1133,12.32,84,0.91,3,0.03,46,0.5,305,3.31,313,3.4,53,1.63,286,8.72,8715,94.76,3101,33.71,2082,22.64,757,8.23,7228,78.6,1070,11.64,81,0.88,3,0.03,44,0.48,289,3.14,308,3.35,50,1.53,275,8.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3482,2193,812,7539,1214,85,3,46,310,314,57,334
13031110800,Georgia,Bulloch County,0,2542,940,0,0,0,0,0,0,0,0,1,25.2,51959,0,0,0,0,0,0,0,0,2,2,NULL,1,1,NULL,2542,100,1242,48.84,667,26.24,298,11.72,1729,68.02,731,28.76,25,0.98,0,0,3,0.12,54,2.12,33,1.3,32,3.42,191,20.32,2542,100,1242,48.84,667,26.24,298,11.72,1729,68.02,731,28.76,25,0.98,0,0,3,0.12,54,2.12,33,1.3,32,3.42,191,20.32,2,0.08,1,0.04,0,0.01,0,0.02,1,0.03,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1254,667,298,1729,731,25,0,3,54,33,32,191
13031110900,Georgia,Bulloch County,0,6950,2535,0,0,0,0,0,0,0,0,1,15,51404,0,0,0,0,0,0,0,0,19,19,NULL,7,7,NULL,6950,100,2775,39.93,1728,24.86,792,11.4,6121,88.07,639,9.19,39,0.56,4,0.06,18,0.26,129,1.86,105,1.51,59,2.33,481,18.97,6950,100,2775,39.93,1728,24.86,792,11.4,6121,88.07,639,9.19,39,0.56,4,0.06,18,0.26,129,1.86,105,1.51,59,2.33,481,18.97,19,0.28,7,0.11,6,0.09,3,0.04,18,0.26,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2939,1728,792,6121,639,39,4,18,129,105,57,496
13033950100,Georgia,Burke County,0,5043,1886,0,15,0.3,1,1,0,1,1,1,22.5,48056,1,1,0,0,0,1,0,1,733,733,NULL,291,291,NULL,5043,100,1706,33.84,1285,25.48,543,10.77,2750,54.53,2113,41.9,16,0.32,3,0.06,17,0.34,144,2.86,120,2.38,105,5.57,293,15.54,5043,100,1706,33.84,1285,25.48,543,10.77,2750,54.53,2113,41.9,16,0.32,3,0.06,17,0.34,144,2.86,120,2.38,105,5.57,293,15.54,733,14.53,291,5.77,170,3.37,97,1.93,444,8.81,252,5,2,0.04,0,0,6,0.13,28,0.55,17,0.34,13,0.67,47,2.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1782,1285,543,2750,2113,16,3,17,144,120,109,294
13033950200,Georgia,Burke County,0,2833,1005,0,63,2.22,0,0,0,0,0,1,23.8,45303,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2780,98.11,1616,57.06,718,25.35,365,12.89,1871,66.04,744,26.27,19,0.67,9,0.32,10,0.37,126,4.46,165,5.83,45,4.44,215,21.36,2581,91.09,1500,52.96,659,23.27,344,12.15,1734,61.2,700,24.7,19,0.65,9,0.31,9,0.32,110,3.9,142,5,40,3.94,198,19.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1523,734,371,1910,753,19,9,11,131,171,48,191
13033950400,Georgia,Burke County,1,5194,1874,0,0,0,1,1,1,1,1,1,30.1,35625,1,1,1,1,1,0,0,1,1661,4143,1661,976,2466,976,4143,79.76,2466,47.47,1362,26.22,362,6.96,1080,20.78,2978,57.34,8,0.15,1,0.02,1,0.02,75,1.45,47,0.91,264,14.11,503,26.84,1661,31.98,976,18.79,463,8.92,201,3.86,836,16.09,796,15.33,6,0.11,0,0,0,0.01,23,0.45,15,0.29,103,5.47,211,11.28,33,0.64,16,0.3,17,0.33,1,0.02,20,0.39,13,0.25,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2963,1718,463,1218,3844,8,3,2,119,98,368,656
13033950500,Georgia,Burke County,0,5350,1931,0,205,3.83,0,0,0,0,0,1,24,55625,0,0,0,0,0,0,0,0,2,2,NULL,1,1,NULL,4200,78.51,1834,34.27,1263,23.62,427,7.98,1979,37,2119,39.61,18,0.33,5,0.09,5,0.09,74,1.38,95,1.78,52,2.69,251,12.98,3090,57.76,1324,24.74,872,16.3,316,5.9,1526,28.53,1480,27.66,8,0.15,5,0.09,5,0.09,66,1.24,87,1.63,37,1.9,192,9.94,2,0.03,1,0.01,1,0.01,0,0,1,0.01,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2194,1576,688,2816,2392,30,5,6,101,122,53,295
13033950700,Georgia,Burke County,0,3139,1171,0,0,0,0,0,0,0,0,1,30.6,42857,0,0,0,0,0,0,0,0,30,30,NULL,10,10,NULL,2487,79.23,1146,36.5,650,20.7,339,10.79,1362,43.38,1079,34.37,0,0,0,0,8,0.26,38,1.21,59,1.88,72,6.17,235,20.07,2090,66.58,934,29.75,530,16.88,283,9.01,1151,36.65,900,28.69,0,0,0,0,5,0.16,34,1.08,56,1.78,60,5.15,197,16.84,30,0.97,10,0.33,8,0.24,5,0.17,21,0.68,7,0.23,0,0,0,0,0,0,2,0.06,0,0,1,0.08,3,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1356,836,428,1634,1451,0,0,9,45,63,75,253
13033950900,Georgia,Burke County,0,1757,666,0,0,0,1,1,0,0,0,1,11.8,46591,1,1,0,0,0,1,0,0,1065,1065,NULL,496,496,NULL,1757,100,822,46.78,436,24.82,274,15.59,742,42.23,980,55.78,4,0.23,0,0,4,0.23,27,1.54,43,2.45,64,9.6,97,14.59,1757,100,822,46.78,436,24.82,274,15.59,742,42.23,980,55.78,4,0.23,0,0,4,0.23,27,1.54,43,2.45,64,9.6,97,14.59,1065,60.59,496,28.22,275,15.64,170,9.65,470,26.75,573,32.59,2,0.11,0,0,2,0.11,18,1.02,32,1.85,33,4.88,59,8.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,778,436,274,742,980,4,0,4,27,43,70,102
13035150100,Georgia,Butts County,0,8089,2943,0,3,0.04,0,0,0,0,1,0,18.7,64481,0,0,0,0,0,0,0,1,2,2,NULL,1,1,NULL,8089,100,2583,31.94,1963,24.27,1041,12.87,6789,83.93,1110,13.72,17,0.21,1,0.01,33,0.41,139,1.72,160,1.98,154,5.25,491,16.68,8089,100,2583,31.94,1963,24.27,1041,12.87,6789,83.93,1110,13.72,17,0.21,1,0.01,33,0.41,139,1.72,160,1.98,154,5.25,491,16.68,2,0.02,1,0.01,0,0,0,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2631,1963,1041,6789,1110,17,1,33,139,160,153,533
13035150200,Georgia,Butts County,1,8096,2977,0,321,3.96,1,1,1,1,1,1,29.4,39675,1,1,1,1,1,0,0,1,3931,6889,3931,2021,3504,2021,6889,85.1,3504,43.28,1703,21.03,1125,13.89,4178,51.61,2484,30.68,35,0.43,0,0,10,0.13,182,2.25,172,2.12,278,9.34,704,23.65,3931,48.55,2021,24.96,1020,12.6,551,6.8,2478,30.61,1335,16.49,32,0.39,0,0,6,0.07,81,1,85,1.05,145,4.87,409,13.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4057,1999,1323,4868,2951,54,0,14,209,215,289,830
13035150300,Georgia,Butts County,0,7470,1961,0,2021,27.05,0,0,0,0,0,1,23.7,48147,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7470,100,2723,36.46,1363,18.25,621,8.31,4889,65.45,2408,32.24,38,0.51,2,0.03,12,0.16,121,1.62,222,2.97,88,4.5,268,13.64,7470,100,2723,36.46,1363,18.25,621,8.31,4889,65.45,2408,32.24,38,0.51,2,0.03,12,0.16,121,1.62,222,2.97,88,4.5,268,13.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2316,1363,621,4889,2408,38,2,12,121,222,97,276
13037950100,Georgia,Calhoun County,0,3163,655,0,1653,52.26,1,1,0,0,0,1,15.2,45682,1,1,0,0,0,1,0,0,921,921,NULL,422,422,NULL,3163,100,1721,54.42,299,9.45,266,8.41,1141,36.07,1889,59.72,12,0.38,18,0.57,6,0.19,97,3.07,144,4.55,52,8.01,159,24.32,3163,100,1721,54.42,299,9.45,266,8.41,1141,36.07,1889,59.72,12,0.38,18,0.57,6,0.19,97,3.07,144,4.55,52,8.01,159,24.32,921,29.11,422,13.36,198,6.26,134,4.25,342,10.82,555,17.55,7,0.22,0,0,2,0.06,14,0.45,15,0.48,43,6.62,96,14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750,299,266,1141,1889,12,18,6,97,144,50,151
13037950200,Georgia,Calhoun County,0,3531,1347,0,48,1.36,0,0,0,1,1,1,36.8,30150,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2701,76.48,1800,50.98,755,21.39,399,11.3,904,25.61,1724,48.81,5,0.13,0,0,4,0.11,64,1.82,70,1.97,122,9.07,418,31.07,1987,56.29,1287,36.45,545,15.44,283,8.02,707,20.03,1230,34.84,2,0.05,0,0,3,0.08,45,1.28,52,1.47,100,7.39,304,22.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1991,1021,531,1185,2216,18,0,4,108,118,146,494
13039010100,Georgia,Camden County,0,3114,1236,0,0,0,0,0,0,0,0,0,8.2,75278,1,1,0,0,0,1,0,0,1141,1141,NULL,359,359,NULL,3114,100,987,31.7,645,20.71,467,15,2382,76.49,680,21.84,9,0.29,0,0,14,0.45,29,0.93,49,1.57,59,4.77,92,7.41,3114,100,987,31.7,645,20.71,467,15,2382,76.49,680,21.84,9,0.29,0,0,14,0.45,29,0.93,49,1.57,59,4.77,92,7.41,1141,36.63,359,11.52,239,7.67,180,5.77,805,25.85,309,9.91,3,0.1,0,0,13,0.42,11,0.35,30,0.95,25,2,33,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,856,645,467,2382,680,9,0,14,29,49,55,90
13039010200,Georgia,Camden County,0,5108,1856,0,184,3.6,0,0,0,0,0,0,16.2,72203,1,1,0,0,0,1,0,0,2145,2145,NULL,1026,1026,NULL,5108,100,1819,35.6,1258,24.63,566,11.08,3713,72.69,1210,23.69,17,0.33,11,0.22,44,0.86,113,2.21,101,1.98,96,5.17,253,13.63,5108,100,1819,35.6,1258,24.63,566,11.08,3713,72.69,1210,23.69,17,0.33,11,0.22,44,0.86,113,2.21,101,1.98,96,5.17,253,13.63,2145,42,1026,20.09,546,10.7,250,4.9,1307,25.59,757,14.82,2,0.04,3,0.06,20,0.39,56,1.1,55,1.08,53,2.87,102,5.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1814,1258,566,3713,1210,17,11,44,113,101,97,256
13039010301,Georgia,Camden County,1,7918,2939,0,0,0,1,1,1,0,0,1,14.1,51364,1,1,1,1,1,0,0,0,4053,6490,4053,1623,2851,1623,6490,81.97,2851,36.01,1779,22.47,500,6.32,4987,62.99,1145,14.45,56,0.7,15,0.18,21,0.26,268,3.38,308,3.89,65,2.21,405,13.78,4053,51.19,1623,20.49,1104,13.94,310,3.91,3300,41.67,555,7.01,31,0.39,10,0.12,12,0.15,146,1.84,183,2.31,28,0.96,249,8.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3693,2192,616,5877,1592,66,19,27,337,378,107,523
13039010302,Georgia,Camden County,1,4387,1593,0,0,0,1,1,1,1,1,1,20.6,59875,1,1,1,1,1,0,0,1,3372,4264,3372,1260,1656,1260,4264,97.2,1656,37.74,1222,27.86,354,8.06,2948,67.2,1134,25.85,33,0.75,9,0.21,15,0.34,125,2.86,138,3.14,134,8.41,242,15.21,3372,76.85,1260,28.73,958,21.84,285,6.5,2460,56.08,775,17.67,25,0.57,6,0.13,10,0.23,95,2.17,106,2.42,101,6.36,193,12.09,28,0.64,5,0.11,3,0.06,8,0.19,23,0.52,2,0.04,1,0.02,0,0,0,0,2,0.05,0,0,0,0,2,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1869,1248,365,3029,1171,33,9,15,130,139,154,270
13039010401,Georgia,Camden County,1,10563,3698,0,19,0.18,0,0,0,0,0,0,9.9,61396,1,1,1,1,1,0,0,0,6416,9604,6416,2058,3070,2058,9604,90.93,3070,29.06,3265,30.91,365,3.45,6621,62.68,2114,20.01,253,2.39,14,0.13,57,0.54,546,5.17,675,6.39,78,2.12,368,9.94,6416,60.74,2058,19.48,2122,20.08,238,2.25,4439,42.02,1406,13.31,155,1.47,7,0.07,34,0.33,375,3.55,467,4.43,48,1.31,252,6.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3851,3513,428,7203,2380,294,14,63,609,740,105,488
13039010402,Georgia,Camden County,0,5417,1949,0,10,0.18,0,0,0,0,0,0,4.5,89041,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5417,100,1010,18.65,1521,28.08,611,11.28,4448,82.11,600,11.08,100,1.85,6,0.11,22,0.41,241,4.45,282,5.21,69,3.53,112,5.77,5417,100,1010,18.65,1521,28.08,611,11.28,4448,82.11,600,11.08,100,1.85,6,0.11,22,0.41,241,4.45,282,5.21,69,3.53,112,5.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1020,1521,611,4448,600,100,6,22,241,282,73,114
13039010403,Georgia,Camden County,1,3828,1403,0,0,0,0,0,0,0,0,0,3.7,87069,1,1,1,1,1,0,0,0,1608,3085,1608,227,436,227,3085,80.59,436,11.38,732,19.12,516,13.49,2627,68.62,311,8.13,63,1.63,1,0.02,16,0.41,68,1.78,122,3.2,17,1.2,28,1.98,1608,42,227,5.93,319,8.34,399,10.41,1425,37.23,116,3.02,29,0.75,0,0,8,0.21,30,0.79,56,1.46,9,0.66,15,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,579,977,566,3202,430,77,3,27,89,169,23,38
13039010500,Georgia,Camden County,1,2757,350,0,1606,58.25,1,1,1,0,0,1,17.3,51094,1,1,1,1,1,0,0,0,2757,2757,2757,722,722,722,2757,100,722,26.17,511,18.53,12,0.44,2187,79.33,321,11.64,39,1.41,6,0.22,15,0.54,189,6.86,325,11.79,0,0,44,12.67,2757,100,722,26.17,511,18.53,12,0.44,2187,79.33,321,11.64,39,1.41,6,0.22,15,0.54,189,6.86,325,11.79,0,0,44,12.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,757,511,12,2187,321,39,6,15,189,325,0,67
13039010601,Georgia,Camden County,1,6386,2624,0,55,0.86,1,1,1,1,1,1,25.1,38908,1,1,1,1,1,0,0,1,4422,5999,4422,1719,2573,1719,5999,93.94,2573,40.29,1456,22.79,755,11.82,4320,67.65,1252,19.61,67,1.05,5,0.08,28,0.44,326,5.11,338,5.3,261,9.94,433,16.49,4422,69.24,1719,26.92,995,15.59,608,9.52,3335,52.23,803,12.57,46,0.73,2,0.03,23,0.36,211,3.31,216,3.38,150,5.72,322,12.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2605,1556,806,4567,1368,71,5,30,345,367,288,456
