CHEMICAL REPORT ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS
724913,"Butane, 2-methyl-",78-78-4,78784,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 Ð <5,000,000,000","5,000,000,000 Ð <10,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,C204,Building/Construction Materials not covered elsewhere,,F068,"Propellants, non-motive (blowing agents)",,,,,Both,No,1,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
724913,"Butane, 2-methyl-",78-78-4,78784,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 Ð <5,000,000,000","5,000,000,000 Ð <10,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,C303,Plastic and Rubber Products not covered elsewhere,,F022,Filler,,,,,Both,No,1,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
724913,"Butane, 2-methyl-",78-78-4,78784,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 Ð <5,000,000,000","5,000,000,000 Ð <10,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,C303,Plastic and Rubber Products not covered elsewhere,,F068,"Propellants, non-motive (blowing agents)",,,,,Both,No,1,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
724913,"Butane, 2-methyl-",78-78-4,78784,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 Ð <5,000,000,000","5,000,000,000 Ð <10,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,C405,Explosive Material,,F022,Filler,,,,,Commercial,No,20,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
716138,"Butanedioic acid, 2-(octen-1-yl)-, potassium salt (1:2)",58641-28-4,58641284,CASRN,Ecolab Inc,1 Ecolab Place,,St. Paul,Ramsey,MN,55102,00-615-4611,,,,,,,,,ECOLAB INC,261 HWY. 155 S.,,MCDONOUGH,HENRY COUNTY,GA,30253-6635,33.42506,-84.14986,06-142-3778,100605678,1.10E+11,325611 Soap And Other Detergent Manufacturing,Both,,,,,Manufacture,"30,550",0,"30,550","21,450","18,434","4,973","100,000 Ð <500,000","100,000 Ð <500,000","100,000 Ð <500,000","100,000 Ð <500,000",,0,0,B1,0%,W5,100 Ð 499,M2,1% Ð < 30%,No,Liquid,C105,Cleaning and Furnishing Care Products,,U031,Surface active agents,,,,,Commercial,No,100,M2,1% Ð < 30%,W7,"1,000 Ð 9,999"
705493,"Butanedioic acid, 2-(octen-1-yl)-, potassium salt (1:2)",58641-28-4,58641284,CASRN,HENKEL CORPORATION,1 HENKEL WAY,,ROCKY HILL,Hartford,CT,6067,08-088-7708,,,,,,,,,HENKEL CALHOUN,923 MAULDIN RD NW,,CALHOUN,GORDON COUNTY,GA,30701,34.5264,-84.94932,83-812-3131,TSCA121962,1.10E+11,325520 Adhesive Manufacturing,Both,,,,,Manufacture,"61,420",0,"61,420","24,214","56,951","53,727","100,000 Ð <500,000","100,000 Ð <500,000","100,000 Ð <500,000","100,000 Ð <500,000",No,"61,420",0,B1,0%,W1,< 10,M2,1% Ð < 30%,No,Liquid,,,,,,,,,,,,,,,,
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC107,Textile finishing and impregnating/surface treatment products,,F078,Thickening agent,,,,,Both,No,10,M2,1% Ð < 30%,W3,25 Ð 49
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC108,All-purpose foam spray cleaner,,F078,Thickening agent,,,,,Both,No,20,M2,1% Ð < 30%,W3,25 Ð 49
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC120,Fabric enhancers,,F078,Thickening agent,,,,,Both,No,20,M2,1% Ð < 30%,W3,25 Ð 49
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC314,Inks in writing equipment (liquid),,F078,Thickening agent,,,,,Both,No,10,M2,1% Ð < 30%,W4,50 Ð 99
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC316,Toner/printer cartridge,,F078,Thickening agent,,,,,Both,No,8,M2,1% Ð < 30%,W3,25 Ð 49
737639,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"Cargill, Incorporated",15407 McGinty Road West,,Wayzata,Hennepin,MN,55391,00-624-9189,,,,,,,,,"CARGILL, INCORPORATED",216 BROOKHOLLOW INDUSTRIAL BOULEVARD,,DALTON,WHITFIELD COUNTY,GA,30721,34.709477,-84.956694,07-828-0262,TSCA87541,1.10E+11,325110 Petrochemical Manufacturing,Both,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,"103,852",,,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,CC980,Other (specify),Mineral Dewatering Aid,F078,Thickening agent,,,,,Commercial,No,8,M4,60% Ð < 90%,W4,50 Ð 99
730921,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"KEMIRA CHEMICALS, INC.","1000 PARKWOOD CIRCLE, SUITE 500",,ATLANTA,Cobb,GA,30339,03-387-0585,,,,,,,,,"Kemira Chemicals, Inc.","1000 Parkwood Circle, Suite 500",,Atlanta,,GA,30339,33.90189,-84.45979,03-387-0585,TSCA7204,1.10E+11,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,325180 Other Basic Inorganic Chemical Manufacturing,Import,Import,0,"2,300","2,300","5,200","30,000","13,000","10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,CC301,"Packaging (excluding food packaging), including paper articles",,F104,Sizing agent,,,,,Commercial,No,100,M2,1% Ð < 30%,W5,100 Ð 499
717605,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"MFG Chemical, LLC",1804 Kimberly Park Drive,,Dalton,Whitfield,GA,30720,78-938-0354,,,,,,,,,MFG CHEMICAL INC BROOKS ROAD,1200 BROOKS ROAD,,DALTON,WHITFIELD COUNTY,GA,30721-4748,34.755764,-84.948498,78-938-0354,100602128,1.10E+11,325613 Surface Active Agent Manufacturing,Manufacture,,,,,Manufacture,"28,169,528",0,"28,169,528","31,247,075","36,868,534","38,211,625","10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",No,0,0,NKRA,Not Known or Reasonably Ascertainable,W1,< 10,M4,60% Ð < 90%,No,"Water or Solvent Wet Solid, Liquid",,,,,,,,,,,,,,,,
706683,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,"PEACH STATE LABS, INC.",P.O. BOX 1087,,ROME,Floyd,GA,30162,11-672-2770,,,,,,,,,"PEACH STATE LABS, LLC",1202 DOZIER ST,,DALTON,WHITFIELD COUNTY,GA,30721,34.76966,-84.94902,11-672-2770,TSCA123142,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"2,898,818",0,"2,898,818","4,079,410","3,338,161","2,944,704","10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,0,B1,0%,W2,10 Ð 24,M4,60% Ð < 90%,No,Liquid,,,,,,,,,,,,,,,,
724849,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,THE LEWIS CHEMICAL COMPANY,P. O. BOX 231,,ROME,Floyd,GA,30162,78-624-8984,,,,,,,,,THE LEWIS CHEMICAL CO. (TLC CO),"8 NORTH SYCAMORE STREET, NW",,ROME,FLOYD,GA,30165,34.269618,-85.20803,08-043-7647,TSCA112261,1.10E+11,325613 Surface Active Agent Manufacturing,Manufacture,,,,,,,,,0,0,0,"10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
708924,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,THE LEWIS CHEMICAL COMPANY,P. O. BOX 231,,ROME,Floyd,GA,30162,11-760-4403,,,,,,,,,THE LEWIS CHEMICAL COMPANY,430 LAVENDER DR NW,,ROME,FLOYD COUNTY,GA,30165,,,11-760-4403,TSCA130601,1.10E+11,325613 Surface Active Agent Manufacturing,,,,,,Manufacture,"120,000",0,"120,000","34,000","120,000","160,000","10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",,0,0,B1,0%,W2,10 Ð 24,M4,60% Ð < 90%,No,Liquid,,,,,,,,,,,,,,,,
701210,"Butanedioic acid, 2-sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt (1:1)",577-11-7,577117,CASRN,ZSCHIMMER&SCHWARZ,70 GA HWY 22 W,,MILLEDGEVILLE,BALDWIN,GA,31059,07-205-7511,,,,,,,,,ZSCHIMMER & SCHWARZ INC,70 GA HWY 22 W,,MILLEDGEVILLE,BALDWIN,GA,31061-6606,33.09227,-83.27805,07-205-7511,100608699,1.10E+11,325613 Surface Active Agent Manufacturing,Manufacture,,,,,Both,"82,550","22,101","104,651","111,462","29,131","26,455","10,000,000 Ð <50,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000","50,000,000 Ð <100,000,000",No,0,0,B1,0%,W3,25 Ð 49,M4,60% Ð < 90%,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,F084,Wetting agent (non-aqueous),,,,,Commercial,No,100,M2,1% Ð < 30%,W7,"1,000 Ð 9,999"
717604,"Butanedioic acid, 2-sulfo-, 1,4-dihexyl ester, sodium salt (1:1)",3006-15-3,3006153,CASRN,"MFG Chemical, LLC",1804 Kimberly Park Drive,,Dalton,Whitfield,GA,30720,78-938-0354,,,,,,,,,MFG CHEMICAL INC BROOKS ROAD,1200 BROOKS ROAD,,DALTON,WHITFIELD COUNTY,GA,30721-4748,34.755764,-84.948498,78-938-0354,100602128,1.10E+11,325613 Surface Active Agent Manufacturing,Manufacture,,,,,Manufacture,"2,806,838",0,"2,806,838","3,546,156","2,093,590","1,047,206","2,806,838","3,546,156","2,093,590","1,047,206",No,0,0,NKRA,Not Known or Reasonably Ascertainable,W1,< 10,M4,60% Ð < 90%,No,Liquid,,,,,,,,,,,,,,,,
706682,"Butanedioic acid, 2-sulfo-, sodium salt (1:?)",20526-58-3,20526583,CASRN,"PEACH STATE LABS, INC.",P.O. BOX 1087,,ROME,Floyd,GA,30162,11-672-2770,,,,,,,,,"PEACH STATE LABS, LLC",1202 DOZIER ST,,DALTON,WHITFIELD COUNTY,GA,30721,34.76966,-84.94902,11-672-2770,TSCA123142,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"498,847",0,"498,847","543,133","594,046","535,090","498,847","543,133","594,046","535,090",,0,0,B1,0%,W2,10 Ð 24,M2,1% Ð < 30%,No,Liquid,,,,,,,,,,,,,,,,
719322,"Butanoic acid, 3-oxo-, 2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl ester",21282-97-3,21282973,CASRN,Allnex USA Inc.,9005 Westside Parkway,,Alpharetta,Fulton,GA,30009,07-878-6182,,,,,,,,,ALLNEX USA INC.,9005 WESTSIDE PKWY,,ALPHARETTA,FULTON COUNTY,GA,30009,34.056627,-84.30006,07-878-6182,TSCA82561,1.10E+11,325211 Plastics Material And Resin Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000 Ð <20,000,000","1,000,000 Ð <20,000,000","1,000,000 Ð <20,000,000","1,000,000 Ð <20,000,000",Yes,,0,B1,0%,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,
735632,"Butanoic acid, 4-(octadecylamino)-4-oxo-2-sulfo-, sodium salt (1:2)",14481-60-8,14481608,CASRN,Textile Rubber & Chemical CO,1400 TIARCO DR,,DALTON,Whitfield,GA,30721,00-102-3621,,,,,,,,,TIARCO CHEMICAL DALTON,1300 TIARCO DR SW,,DALTON,WHITFIELD COUNTY,GA,30721,34.68832,-84.99185,11-713-4354,TSCA10057575,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,,0,0,0,"58,598","82,137","44,474","149,466","193,515","177,807","93,108",,,,B1,0%,W2,10 Ð 24,M3,30% Ð < 60%,No,Liquid,CC107,Textile finishing and impregnating/surface treatment products,,F065,Processing aids not otherwise specified,,,,,Commercial,No,100,M3,30% Ð < 60%,W5,100 Ð 499
735678,"Butanoic acid, 4-(octadecylamino)-4-oxo-2-sulfo-, sodium salt (1:2)",14481-60-8,14481608,CASRN,Textile Rubber & Chemical CO,1400 TIARCO DR,,DALTON,Whitfield,GA,30721,00-102-3621,,,,,,,,,TIARCO RST,1010 VISTA DR,,DALTON,WHITFIELD COUNTY,GA,30721,34.79898,-84.94949,12-693-3714,TSCA10057576,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"129,375",0,"129,375","122,229","70,362","35,778","149,466","193,515","177,807","93,108",,0,0,B1,0%,W1,< 10,M3,30% Ð < 60%,No,Liquid,CC101,"Construction and building materials covering large surface areas including stone, plaster, cement, glass and ceramic articles; fabrics, textiles, and apparel",,F065,Processing aids not otherwise specified,,,,,Commercial,No,50,M2,1% Ð < 30%,W2,10 Ð 24
735678,"Butanoic acid, 4-(octadecylamino)-4-oxo-2-sulfo-, sodium salt (1:2)",14481-60-8,14481608,CASRN,Textile Rubber & Chemical CO,1400 TIARCO DR,,DALTON,Whitfield,GA,30721,00-102-3621,,,,,,,,,TIARCO RST,1010 VISTA DR,,DALTON,WHITFIELD COUNTY,GA,30721,34.79898,-84.94949,12-693-3714,TSCA10057576,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"129,375",0,"129,375","122,229","70,362","35,778","149,466","193,515","177,807","93,108",,0,0,B1,0%,W1,< 10,M3,30% Ð < 60%,No,Liquid,CC102,Furniture & furnishings including plastic articles (soft); leather articles,,F065,Processing aids not otherwise specified,,,,,Commercial,No,50,M2,1% Ð < 30%,W2,10 Ð 24
735643,"Butanoic acid, 4-(octadecylamino)-4-oxosulfo-, ammonium salt (1:2)",68128-59-6,68128596,CASRN,Textile Rubber & Chemical CO,1400 TIARCO DR,,DALTON,Whitfield,GA,30721,00-102-3621,,,,,,,,,TIARCO CHEMICAL DALTON,1300 TIARCO DR SW,,DALTON,WHITFIELD COUNTY,GA,30721,34.68832,-84.99185,11-713-4354,TSCA10057575,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,,0,0,0,"34,156","24,567","42,996",0,"34,156","24,567","42,996",,,,B1,0%,W2,10 Ð 24,M3,30% Ð < 60%,No,Liquid,CC107,Textile finishing and impregnating/surface treatment products,,F065,Processing aids not otherwise specified,,,,,Commercial,No,100,M3,30% Ð < 60%,W5,100 Ð 499
733817,"C.I. Basic Violet 1, molybdatetungstatephosphate",1325-82-2,1325822,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"9,889","9,889","20,485","9,183","20,485","<1,000,000","<1,000,000","<1,000,000","100,000 Ð <500,000",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
733819,C.I. Pigment Blue 28,1345-16-0,1345160,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"113,245","113,245","146,578","103,973","6,613","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
733830,C.I. Pigment Blue 29,57455-37-5,57455375,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"9,224,183","9,224,183","9,204,580","9,046,688","6,840,079","1,000,000 Ð <20,000,000","10,000,000 Ð <50,000,000","1,000,000 Ð <20,000,000","1,000,000 Ð <20,000,000",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
733834,C.I. Pigment Brown 24,68186-90-3,68186903,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"162,969","162,969","144,591","329,801",0,"1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","10,000,000 Ð <50,000,000","1,000,000 Ð <10,000,000",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
733809,C.I. Pigment Orange 20,12656-57-4,12656574,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"12,086","12,086","12,086","7,339","4,684","29,672","34,355","26,791","24,202",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
733810,C.I. Pigment Red 104,12656-85-8,12656858,CASRN,FERRO CORPORATION,6060 PARKLAND BLVD,,MAYFIELD HEIGHTS,Cuyahoga,OH,44124,00-416-1477,,,,,,,,,FERRO CORPORATION NORCROSS,6369 PEACHTREE ST,,NORCROSS,GWINNETT COUNTY,GA,30071,33.929194,-84.237608,00-416-1477,TSCA6376,1.10E+11,493110 General Warehousing And Storage,Import,,,,,Import,0,"8,830","8,830","90,507","249,448","227,174","<1,000,000","100,000 Ð <500,000","500,000 Ð <1,000,000","500,000 Ð <1,000,000",,0,0,,,W4,50 Ð 99,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
